State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Price Difference,Overpriced,Price per Square Ft,Zip,Predicted Listing,Type of Pricing,Zipcode_cleaned
AL,Pinson,Shelterwood Cir,35126.0,4.0,3.0,2430.0,98.76543209876544,0.02,239500.0,1746.0,33.768818,-86.62087,240000.0,500.0,False,98.76543209876543,35126.0,224272.52013640443,Fair,35126.0
AL,Enterprise,Highway 134,36330.0,3.0,1.0,1025.0,102.34146341463416,1.4,96200.0,999.0,31.317612,-85.91449,104900.0,8700.0,False,102.34146341463415,36330.0,96064.85015091165,Fair,36330.0
AL,Huntsville,River Mill Rd,35811.0,4.0,4.0,3510.0,170.94017094017093,0.48,599500.0,3427.0,34.79965,-86.48301,600000.0,500.0,False,170.94017094017093,35811.0,568303.3310308779,Overpriced,35811.0
AL,Huntsville,Mountainbrook Dr SE,35801.0,5.0,4.0,3320.0,93.3734939759036,0.45,296800.0,3198.0,34.721184,-86.550224,310000.0,13200.0,False,93.37349397590361,35801.0,350261.8982314184,Underpriced,35801.0
AL,Foley,Live Oak Ave,36555.0,3.0,2.0,1088.0,229.77941176470588,0.3299999999999999,247200.0,2199.0,30.405363,-87.77882,250000.0,2800.0,False,229.77941176470588,36555.0,278790.32016325847,Underpriced,36555.0
AL,Loxley,Landmark Ave,36551.0,3.0,2.0,1428.0,165.19607843137254,0.173,234700.0,1700.0,30.63612,-87.78366,235900.0,1200.0,False,165.19607843137254,36551.0,241394.75176614738,Fair,36551.0
AL,Alabaster,Forest Hills Cir,35007.0,5.0,3.0,2660.0,165.0375939849624,0.61,391400.0,2213.0,33.203835,-86.80198,439000.0,47600.0,True,165.0375939849624,35007.0,388482.202157907,Overpriced,35007.0
AL,Mobile,Dawes Service Rd,36695.0,4.0,3.0,1792.0,89.28571428571429,0.7467,159200.0,1599.0,30.675133,-88.23147,160000.0,800.0,False,89.28571428571429,36695.0,168840.0598579798,Fair,36695.0
AL,Mobile,Middle Ring Rd,36608.0,3.0,2.0,1222.0,90.0163666121113,0.2289,110300.0,1350.0,30.712626,-88.19037,110000.0,-300.0,False,90.0163666121113,36608.0,100377.06608215674,Fair,36608.0
AL,Enterprise,Plaza Dr,36330.0,3.0,2.0,1336.0,125.374251497006,0.4599999999999999,165800.0,1764.0,31.295835,-85.833595,167500.0,1700.0,False,125.37425149700599,36330.0,175878.01326969897,Fair,36330.0
AL,Cullman,6th St SE,35055.0,3.0,2.0,1341.0,197.613721103654,0.22,263700.0,1650.0,34.17533,-86.83396,265000.0,1300.0,False,197.613721103654,35055.0,254832.52732996733,Fair,35055.0
AL,Mobile,Ralston Rd,36606.0,3.0,2.0,1660.0,78.3132530120482,1.0,127800.0,1514.0,30.680765,-88.10756,130000.0,2200.0,False,78.3132530120482,36606.0,124053.08032934307,Fair,36606.0
AL,Tuscaloosa,Pin Oak Dr,35405.0,4.0,3.0,2600.0,123.03846153846152,0.47,309400.0,1814.0,33.178677,-87.47292,319900.0,10500.0,False,123.03846153846153,35405.0,299358.5464253693,Overpriced,35405.0
AL,Mobile,Forest Glen Dr W,36618.0,3.0,2.0,1515.0,150.42904290429044,0.2365,227800.0,1558.0,30.714804,-88.147964,227900.0,100.0,False,150.42904290429044,36618.0,222767.36489463208,Fair,36618.0
AL,Daphne,Lakeview Loop,36526.0,3.0,2.0,1704.0,132.04225352112675,0.24,223200.0,2299.0,30.65488,-87.892334,225000.0,1800.0,False,132.04225352112675,36526.0,255851.14938857933,Underpriced,36526.0
AL,Birmingham,Lance Way,35206.0,4.0,3.0,5470.0,36.56307129798903,0.36,196400.0,2932.0,33.57317,-86.68901,200000.0,3600.0,False,36.56307129798903,35206.0,357297.27516549104,Underpriced,35206.0
AL,Dothan,Candle Brook Dr,36303.0,2.0,2.0,1476.0,113.0758807588076,0.2,165200.0,1700.0,31.26417,-85.422714,166900.0,1700.0,False,113.07588075880759,36303.0,166300.69131588162,Fair,36303.0
AL,Birmingham,Harris Rd,35217.0,4.0,3.0,4110.0,34.038929440389296,1.09,138200.0,1570.0,33.588623,-86.73935,139900.0,1700.0,False,34.038929440389296,35217.0,192786.0836143879,Underpriced,35217.0
AL,Prattville,Buena Vista Blvd,36067.0,3.0,2.0,1522.0,148.8173455978975,0.13,225400.0,1584.0,32.428448,-86.45171,226500.0,1100.0,False,148.8173455978975,36067.0,222767.36489463208,Fair,36067.0
AL,Headland,State Highway 134 W,36345.0,3.0,3.0,2128.0,91.63533834586468,1.12,50300.0,1778.0,31.333715,-85.39057,195000.0,144700.0,True,91.63533834586467,36345.0,187202.49060546828,Fair,36345.0
AL,Newton,S College St,36352.0,3.0,2.0,1568.0,88.89732142857143,0.49,136300.0,1389.0,31.332989,-85.599846,139391.0,3091.0,False,88.89732142857143,36352.0,138260.1730158047,Fair,36352.0
AL,Dora,Warrior Jasper Rd,35062.0,3.0,2.0,1642.0,167.1741778319123,2.7,255500.0,1433.0,33.748173,-86.981186,274500.0,19000.0,False,167.1741778319123,35062.0,259755.00010676007,Fair,35062.0
AL,Birmingham,Renfro Rd,35216.0,4.0,3.0,2504.0,149.76038338658148,0.67,383100.0,2464.0,33.41161,-86.79205,375000.0,-8100.0,False,149.76038338658148,35216.0,388297.1363766348,Fair,35216.0
AL,Daphne,Ivy Cir,36526.0,5.0,2.0,1925.0,153.24675324675326,0.11,292900.0,2100.0,30.637468,-87.89588,295000.0,2100.0,False,153.24675324675326,36526.0,290288.76758915687,Fair,36526.0
AL,Prichard,Dade St,36610.0,3.0,1.0,1245.0,40.16064257028113,0.1506,48500.0,1200.0,30.740385,-88.093895,50000.0,1500.0,False,40.16064257028113,36610.0,33145.296332622675,Fair,36610.0
AL,Mobile,Hounds Run S,36608.0,4.0,3.0,2238.0,89.36550491510278,0.2969,199700.0,1900.0,30.68334,-88.198875,200000.0,300.0,False,89.36550491510278,36608.0,230848.725740824,Underpriced,36608.0
AL,Logan,County Road 818,35098.0,3.0,2.0,1272.0,196.54088050314465,1.2,251200.0,1507.0,34.12248,-87.05896,250000.0,-1200.0,False,196.54088050314465,35098.0,247426.72683034523,Fair,35098.0
AL,Grand Bay,Knoke Ave,36541.0,3.0,2.0,1293.0,150.8120649651972,0.4659999999999999,187300.0,1298.0,30.476803,-88.33238,195000.0,7700.0,False,150.8120649651972,36541.0,196050.5255222974,Fair,36541.0
AL,Tuscaloosa,Old Greensboro Rd,35405.0,3.0,3.0,1205.0,156.84647302904563,1.5,184800.0,1266.0,33.056057,-87.570274,189000.0,4200.0,False,156.84647302904565,35405.0,206397.15416812405,Fair,35405.0
AL,Theodore,Lancaster Rd,36582.0,4.0,2.0,2156.0,208.71938775510205,2.2311,447600.0,1460.0,30.50111,-88.165405,449999.0,2399.0,False,208.71938775510205,36582.0,365915.8505808425,Overpriced,36582.0
AL,Salem,Lee Road 638,36874.0,4.0,3.0,1976.0,79.95951417004049,0.73,155200.0,2243.0,32.667465,-85.18102,158000.0,2800.0,False,79.95951417004049,36874.0,178803.40436635673,Underpriced,36874.0
AL,Wilmer,Trace Ln,36587.0,3.0,2.0,2000.0,49.95,0.4655,93200.0,688.0,30.877403,-88.30783,99900.0,6700.0,False,49.95,36587.0,100148.97405189161,Fair,36587.0
AL,Huntsville,Acorn Grove Ln SW,35824.0,3.0,3.0,2519.0,148.86859865025804,0.1399999999999999,374400.0,2184.0,34.660786,-86.73575,375000.0,600.0,False,148.86859865025804,35824.0,345902.72316901025,Overpriced,35824.0
AL,Mobile,Fathbrook Ln,36693.0,3.0,2.0,1224.0,147.05882352941177,0.1541,179200.0,1494.0,30.620256,-88.145485,180000.0,800.0,False,147.05882352941177,36693.0,179645.74254025964,Fair,36693.0
AL,Gadsden,N Thirtieth St,35904.0,4.0,2.0,1295.0,100.38610038610038,0.1721763085399449,95100.0,1192.0,34.023613,-86.0518,130000.0,34900.0,True,100.38610038610038,35904.0,129036.1621036992,Fair,35904.0
AL,Enterprise,Kate St,36330.0,3.0,1.0,1242.0,108.69565217391305,0.3399999999999999,133700.0,1164.0,31.30808,-85.871994,135000.0,1300.0,False,108.69565217391305,36330.0,135150.19727039803,Fair,36330.0
AL,Wetumpka,Jug Factory Rd,36093.0,4.0,3.0,3202.0,118.67582760774516,3.57,360700.0,2231.0,32.53193,-86.11993,380000.0,19300.0,False,118.67582760774516,36093.0,343062.86958084867,Overpriced,36093.0
AL,Montgomery,E Delano Ave,36105.0,3.0,2.0,1428.0,90.96638655462183,0.26,127500.0,1019.0,32.337,-86.29974,129900.0,2400.0,False,90.96638655462185,36105.0,134523.53309352862,Fair,36105.0
AL,Birmingham,Chase Ln #3015,35215.0,1.0,1.0,741.0,80.83670715249663,0.0,58500.0,741.0,33.66169,-86.67905,59900.0,1400.0,False,80.83670715249663,35215.0,36088.785704919355,Overpriced,35215.0
AL,Troy,County Road 2225,36079.0,3.0,2.0,1920.0,148.4375,3.0,278400.0,1867.0,31.705172,-85.99862,285000.0,6600.0,False,148.4375,36079.0,262260.90264944895,Overpriced,36079.0
AL,Pelham,Trail Ridge Dr,35124.0,3.0,3.0,2517.0,109.2570520460866,0.88,273600.0,1949.0,33.338062,-86.79956,275000.0,1400.0,False,109.25705204608661,35124.0,270315.11586866423,Fair,35124.0
AL,Dothan,Griffin Dr,36303.0,2.0,2.0,1773.0,107.15736040609136,0.65,188000.0,1500.0,31.256407,-85.43638,189990.0,1990.0,False,107.15736040609137,36303.0,189557.9425693303,Fair,36303.0
AL,Montgomery,George B Edmondson Dr,36110.0,3.0,1.0,1050.0,65.71428571428571,0.16,66500.0,950.0,32.40325,-86.28537,69000.0,2500.0,False,65.71428571428571,36110.0,56746.43335782327,Fair,36110.0
AL,Tuscaloosa,Laurel Lake Dr,35405.0,4.0,2.0,1791.0,144.0536013400335,0.29,257400.0,1794.0,33.141556,-87.568474,258000.0,600.0,False,144.0536013400335,35405.0,250501.35866544227,Fair,35405.0
AL,Irvington,Oak St,36544.0,3.0,2.0,1505.0,132.3720930232558,0.8023,192200.0,1450.0,30.467716,-88.23551,199220.0,7020.0,False,132.37209302325581,36544.0,190320.92153508074,Fair,36544.0
AL,Montgomery,Valley Brook Ln,36117.0,4.0,2.0,1488.0,122.98387096774194,0.2799999999999999,182400.0,1450.0,32.408894,-86.201035,183000.0,600.0,False,122.98387096774194,36117.0,179479.42603455516,Fair,36117.0
AL,Cullman,County Road 710,35055.0,4.0,2.0,1600.0,93.75,4.8,149200.0,1822.0,34.148727,-86.77304,150000.0,800.0,False,93.75,35055.0,147017.3578341508,Fair,35055.0
AL,Webb,Ben Ivey Rd,36376.0,4.0,2.0,1313.0,49.42878903274943,0.0301423324150596,62300.0,1300.0,31.22486,-85.25838,64900.0,2600.0,False,49.42878903274943,36376.0,61162.64108944116,Fair,36376.0
AL,Huntsville,Lynn Rd NW,35810.0,4.0,2.0,1511.0,119.12640635340834,0.39,179400.0,1433.0,34.78267,-86.58862,180000.0,600.0,False,119.12640635340834,35810.0,180648.16348570996,Fair,35810.0
AL,Guntersville,Wray Rd,35976.0,3.0,3.0,2149.0,65.10004653327128,0.5,139800.0,1800.0,34.300037,-86.39073,139900.0,100.0,False,65.10004653327128,35976.0,147262.52617849567,Fair,35976.0
AL,Birmingham,27th St,35218.0,3.0,2.0,1418.0,98.73060648801128,0.17,130000.0,1212.0,33.501514,-86.89199,140000.0,10000.0,False,98.73060648801129,35218.0,134523.53309352862,Fair,35218.0
AL,Semmes,Wulff Rd S,36575.0,4.0,2.0,2520.0,118.77738095238097,0.9141,298200.0,2025.0,30.761631,-88.292496,299319.0,1119.0,False,118.77738095238095,36575.0,282911.86716207187,Fair,36575.0
AL,Arab,Ruth Rd,35016.0,3.0,2.0,1712.0,113.90186915887853,1.0,194300.0,1628.0,34.356606,-86.522484,195000.0,700.0,False,113.90186915887851,35016.0,189904.02428324896,Fair,35016.0
AL,Guntersville,Buttercup Dr #425-427,35976.0,2.0,1.0,925.0,167.55675675675676,0.21,146600.0,1200.0,34.42224,-86.25966,154990.0,8390.0,False,167.55675675675676,35976.0,172262.4335238861,Fair,35976.0
AL,Clanton,County Road 32,35046.0,3.0,2.0,1152.0,147.48263888888889,2.15,169500.0,1194.0,32.878918,-86.56741,169900.0,400.0,False,147.48263888888889,35046.0,176780.1605726035,Fair,35046.0
AL,Rogersville,County Road 165,35652.0,3.0,3.0,1400.0,132.07142857142858,0.5,182100.0,1300.0,34.81635,-87.262695,184900.0,2800.0,False,132.07142857142858,35652.0,184922.1150697912,Fair,35652.0
AL,Vernon,Pennington Ln,35592.0,3.0,1.0,1187.0,67.39679865206402,4.0,76700.0,1650.0,33.787724,-88.165764,80000.0,3300.0,False,67.39679865206402,35592.0,65234.25902520332,Fair,35592.0
AL,Gallion,Maple St,36742.0,3.0,2.0,2925.0,135.04273504273505,6.0,393600.0,2459.0,32.512672,-87.71695,395000.0,1400.0,False,135.04273504273505,36742.0,381777.8552110198,Fair,36742.0
AL,Wilmer,Fillingim Rd,36587.0,4.0,3.0,2541.0,118.0637544273908,2.3,298900.0,1099.0,30.790745,-88.30819,300000.0,1100.0,False,118.06375442739079,36587.0,263003.84505911736,Overpriced,36587.0
AL,Cullman,Barton Dr NE,35055.0,3.0,2.0,2349.0,108.55683269476371,0.53,253100.0,1599.0,34.191113,-86.81209,255000.0,1900.0,False,108.55683269476373,35055.0,245835.89321002312,Fair,35055.0
AL,Anniston,Parkwood Dr,36201.0,3.0,2.0,1016.0,157.48031496062993,0.5,159400.0,1032.0,33.688515,-85.862495,160000.0,600.0,False,157.48031496062993,36201.0,172408.99708014124,Fair,36201.0
AL,Grand Bay,Deer Cir,36541.0,4.0,3.0,2400.0,162.67083333333332,2.3,392200.0,2649.0,30.559324,-88.4035,390410.0,-1790.0,False,162.67083333333332,36541.0,422168.1365342449,Underpriced,36541.0
AL,Stevenson,County Road 370,35772.0,4.0,2.0,1755.0,136.6951566951567,0.68,238000.0,1599.0,34.907852,-85.76508,239900.0,1900.0,False,136.6951566951567,35772.0,225071.78945610538,Fair,35772.0
AL,Huntsville,Antietam Rd SE,35803.0,3.0,2.0,1457.0,171.58544955387782,0.21,247200.0,1599.0,34.61809,-86.54882,250000.0,2800.0,False,171.58544955387782,35803.0,254929.87626384443,Fair,35803.0
AL,Saraland,Deer Run Dr,36571.0,3.0,2.0,1828.0,108.31509846827132,0.4658,199700.0,1599.0,30.841074,-88.08948,198000.0,-1700.0,False,108.31509846827133,36571.0,191012.8901703761,Fair,36571.0
AL,Athens,Rolling Vista Dr,35613.0,4.0,2.0,1932.0,162.99171842650102,0.2,314100.0,1914.0,34.75443,-86.88578,314900.0,800.0,False,162.99171842650102,35613.0,301814.9010801468,Fair,35613.0
AL,Owens Cross Roads,Eastwood Dr,35763.0,3.0,2.0,1654.0,181.3180169286578,1.65,298300.0,1934.0,34.61488,-86.45121,299900.0,1600.0,False,181.3180169286578,35763.0,301186.21330236754,Fair,35763.0
AL,Scottsboro,Woodall Ln,35768.0,3.0,2.0,1586.0,157.56620428751577,0.37,247400.0,1235.0,34.67045,-86.05488,249900.0,2500.0,False,157.56620428751577,35768.0,243292.27562694106,Fair,35768.0
AL,Montgomery,Cottingham Dr,36106.0,4.0,2.0,1680.0,77.38035714285714,0.2760999999999999,128800.0,1394.0,32.34567,-86.23511,129999.0,1199.0,False,77.38035714285714,36106.0,124053.08032934307,Fair,36106.0
AL,Chickasaw,6th St,36611.0,2.0,1.0,1316.0,72.56838905775076,0.1606,94900.0,1099.0,30.762444,-88.08054,95500.0,600.0,False,72.56838905775076,36611.0,92126.84576193191,Fair,36611.0
AL,Centreville,Wilson Rd,35042.0,3.0,2.0,1408.0,99.36079545454544,0.61,137400.0,1350.0,32.98726,-87.21477,139900.0,2500.0,False,99.36079545454545,35042.0,134229.4291296629,Fair,35042.0
AL,Birmingham,5th Way Cir NW,35215.0,3.0,3.0,1992.0,110.4417670682731,0.42,184200.0,1270.0,33.642715,-86.702225,220000.0,35800.0,True,110.4417670682731,35215.0,217185.5929036435,Fair,35215.0
AL,Dothan,Wimbledon Dr,36305.0,4.0,2.0,2241.0,124.9442213297635,0.3399999999999999,277900.0,2064.0,31.211576,-85.453156,280000.0,2100.0,False,124.9442213297635,36305.0,294063.0853020776,Fair,36305.0
AL,Dothan,Granberry Dr,36303.0,3.0,1.0,1289.0,100.7757951900698,0.3399999999999999,118900.0,1185.0,31.275568,-85.43938,129900.0,11000.0,False,100.77579519006981,36303.0,129036.1621036992,Fair,36303.0
AL,Florence,Malone Cir,35630.0,3.0,2.0,1272.0,141.4308176100629,0.2299999999999999,178800.0,1495.0,34.825504,-87.6715,179900.0,1100.0,False,141.4308176100629,35630.0,192349.27067563284,Fair,35630.0
